title,company,location,description,link
84165 - Receptionist - Telford,Ministry of Justice,TF2 3FN,"
                    We encourage applications from people from all backgrounds and aim to have a workforce that represents the wider society that we serve. We pride ourselves on being an employer of choice. We champion diversity, inclusion and wellbeing and aim to create a workplace where everyone feels valued and a sense of belonging. To find out more about how we do this visit:https://www.gov.uk/government/organisations/ministry-of-justice/about/equality-and-diversity.Overview of the job This is an administrative role based within the Probation Service (PS) Directorate in HMPPS. The job holder reports to the designated Line Manager and supports the provision of business specific and transactional office-based activities.The job holder works collaboratively with other team members to provide reception duties and a range of administrative support services.The job holder may be expected to support a number of teams/functions within the operational area and is to offer support and cover during periods of absence, for which training will be provided.The job holder must promote diversity and anti-discriminatory practice in the performance of the post in a way that embraces Equality and values Diversity.The post holder must adhere to all policies in respect of the sensitive/confidential nature of the information handled whilst working in this position.NB: Core Hours include regular unsocial hours (evenings and/or weekends) as determined by the business need.Summary To provide an effective and efficient first point of contact with all visitors, telephone callers and undertake administrative functions in accordance with service policy and procedures.Responsibilities, Activities & Duties  The job holder will be required to carry out the following responsibilities, activities and duties:• To be first point of contact for Probation Service and greet people on probation and visitors professionally both face to face and via telephone and email, logging their arrival and departure, ensuring the appropriate member of staff is notified and issue visitor passes and security fobs as necessary.• Through observation and situational awareness to use tact and diplomacy to diffuse potentially violent situations and recognising where additional support is required, be that internal management or external security/policing presence, and to be alert to conversations that might indicate a safeguarding/risk issue and take appropriate remedial action such as emailing the Probation Practitioner and updating Delius.• Answer all enquiries, while on Reception, relating to basic information about the Probation Service and local Person on Probation support services such as the provision of food banks, referring more technical enquiries to an appropriate manager.• To deal with all logistics for a building including managing all mail items, ordering PPE and office stationery, meeting room equipment, taking delivery of items and ensuring they get to the right destination and managing room, hot desk and car parking bookings, support and service meeting rooms including preparing for events and event registration as required.• To pay bus fares/travel warrants to people on probation and handle day to day petty cash including collection and transport of petty cash and travel warrants between Probation properties.• To assist in maintaining Health and Safety and security aspects of the building, including acting as key holder, operating the physical security of the building, the testing of fire alarms, testing panic alarms, monitoring CCTV and assisting evacuation measures and where necessary to act as Fire Warden/First Aider and in the absence of a line manager to support risk assessments where trained.• To log building faults and incidents and keep a log of maintenance and repairs escalating issues through the appropriate channels and making decisions (within guidelines) on the urgency of the faults in order to maintain the security of the building. In the absence of the Senior Admin Officer escorting contractors and visitors around the building.• Where necessity arises to support the case administration of Person on Probation by providing a confidential and high-level administrative support service to operational teams, to include:o Process and update computer based and manual files and filing systemso Use a range of computer software in providing comprehensive administration supporto Produce a range of documentation and correspondenceo To access databases for information as necessary and input information as requiredo Scanning and archiving data, some of which is sensitive and highly confidentialThe duties/responsibilities listed above describe the post as it is at present and is not intended to be exhaustive. The job holder is expected to accept reasonable alterations and additional tasks of a similar level that may be necessary. Significant adjustments may require re-examination under the Job Evaluation Scheme and shall be discussed in the first instance with the job holder. ",https://findajob.dwp.gov.uk/details/13924451
Business Systems Service Manager (ERP),Peterborough City Council,"Peterborough, Eastern England","
                    IT and Digital Services (ITDS) owns the delivery and service management of IT across Peterborough City and Cambridgeshire County Council, including the management of all aspects of IT Customer Service. As part of the Business Systems team within ITDS, the Business Systems Service Manager post is responsible for providing detailed software expertise to the delivery of the Unit4 ERP application. The role will be responsible for maintaining Unit4 ERP integrity, development activities and managing a support team.?You will be expected to:• Bring technical expertise and achievement focus to the delivery team on a day-to-day basis• Work on a portfolio of projects, using all of the relevant Unit4 ERP modules• You will be responsible for ensuring support incidents, problems, and change are managed and progressed within SLAs• You will be required to manage the requirements and relationships of a number of stakeholders• Provide coaching and mentoring to other members of the Unit4 ERP team• Ensure good knowledge management, configuration management is being implemented across the team• Review and Quality assurance activities for Unit4 ERP changes• Ensure quality standards (team and corporate) are followed within the team• Input to the Improvement of the development process• Share skills and successful methods of working with the team• Ensure management and key stakeholders are kept informed across all areas of support and developmentThis management role will span both Development and Support and will suit an individual who is flexible, adaptable and focused on providing excellence in leadership and in Unit4 ERP application development and support.The ideal candidate will have strong technical skills but also have the personality and communication skills to deal directly with stakeholders.About you:• You will be an experienced leader• You will have solid experience of Unit4 ERP implementations• You will also have In-depth software knowledge across key elements of the Unit4 ERP solution• You will have experience in Business Process Analysis and Design• You will have the ability to interpret/adapt solutions or approaches when formulating responses to issues or concerns• You will be comfortable with influencing actions and gaining the support of others to meet objectives, building compelling business and organisational cases for change• Active engagement with development teams and technical input where necessaryWe are proud to serve the diverse communities of Peterborough and want our workforce to reflect this diversity, which we believe is beneficial for our employees, the organisation and the communities we serve.                            

                                    Proud member of the Disability Confident employer scheme
                                


Disability Confident





            About Disability Confident
        

A Disability Confident employer will generally offer an interview to any applicant that declares they have a disability and meets the minimum criteria for the job as defined by the employer. It is important to note that in certain recruitment situations such as high-volume, seasonal and high-peak times, the employer may wish to limit the overall numbers of interviews offered to both disabled people and non-disabled people. For more details please go to Disability Confident.

 ",https://findajob.dwp.gov.uk/details/13924450
Norwegian Speaking Customer Service Advisor,Search Consultancy LTD,"Glasgow, Glasgow, G2 6HQ","
Norwegian Speaking Customer advisor roleThe companyYou will be joining a company that specialises in the provision of fully digitised subscription services for their clients. The company provides a full end-to-end service for their clients from implementing the subscription service, managing the subscription service and providing in-depth insights to their customers purchasing habits. This office is based within the clients offices in Glasgow City Centre close to Queen Street train station but this role is home working. The roleThe role of the Norwegian Speaking Customer Service Advisor will be to assist customers who are contacting you regarding their current subscription, answer any questions they may have and amend as and when required. You must speak fluent in Norwegian. Your duties will include, but not be limited to:* Answering inbound calls and emails* Answer customer queries* Resolve any customer issues to the best you can* Liaise with internal and external departments where requiredIn return, the Customer Service Advisor will receive:* Starting salary of £22,400* Excellent training * Monday to Friday working week of 8am - 4pm* Home workingAbout youIn order to be considered for the role of Customer Service Advisor, the successful candidate will be able to easily converse in fluent Norwegian and have good customer service experience from a call/contact centre environment. The successful Customer Service Advisor will also have:* Excellent communication skills, both verbal and written* Organisational skills* Be comfortable with Microsoft outlook and other ad-hoc administration dutiesIf you have the experience needed for this job role, and are interested in being considered for the role of Norwegian Speaking Customer Service Advisor. Then please send your CV showing your relevant experience now for immediate consideration.
Search is an equal opportunities recruiter and we welcome applications from all suitably skilled or qualified applicants, regardless of their race, sex, disability, religion/beliefs, sexual orientation or age. ",https://findajob.dwp.gov.uk/details/13924438
Norwegian Speaking Customer Service Advisor,Search Consultancy LTD,"West Midlands, B1 1JG","
Norwegian Speaking Customer advisor roleThe companyYou will be joining a company that specialises in the provision of fully digitised subscription services for their clients. The company provides a full end-to-end service for their clients from implementing the subscription service, managing the subscription service and providing in-depth insights to their customers purchasing habits. This office is based within the clients offices in Glasgow City Centre close to Queen Street train station but this role is home working. The roleThe role of the Norwegian Speaking Customer Service Advisor will be to assist customers who are contacting you regarding their current subscription, answer any questions they may have and amend as and when required. You must speak fluent in Norwegian. Your duties will include, but not be limited to:* Answering inbound calls and emails* Answer customer queries* Resolve any customer issues to the best you can* Liaise with internal and external departments where requiredIn return, the Customer Service Advisor will receive:* Starting salary of £22,400* Excellent training * Monday to Friday working week of 8am - 4pm* Home workingAbout youIn order to be considered for the role of Customer Service Advisor, the successful candidate will be able to easily converse in fluent Norwegian and have good customer service experience from a call/contact centre environment. The successful Customer Service Advisor will also have:* Excellent communication skills, both verbal and written* Organisational skills* Be comfortable with Microsoft outlook and other ad-hoc administration dutiesIf you have the experience needed for this job role, and are interested in being considered for the role of Norwegian Speaking Customer Service Advisor. Then please send your CV showing your relevant experience now for immediate consideration.
Search is an equal opportunities recruiter and we welcome applications from all suitably skilled or qualified applicants, regardless of their race, sex, disability, religion/beliefs, sexual orientation or age. ",https://findajob.dwp.gov.uk/details/13924436
Night delivery driver,south east bakery,"Croydon, London","
                    Multi drop deliveriesLoading vanDriving Luton vansMust keep vans clean and tidyMaking sure all customers receive ordersCollect empty baskets from customers  ",https://findajob.dwp.gov.uk/details/13924430
ADMINISTRATOR (WASTE SERVICES),City Centre Recruitment,SP7 9QJ,"
ADMINISTRATOR (WASTE SERVICES) Shaftesbury Hybrid Working Home and at Refuse DepotTemporary contract until June 2024 – Could be extended£11.57ph increasing to £12.50ph after 12 weeks Monday to Friday 09.00am to 15.00pm (30 hours per week)Weekly paidImmediate start Must pass a DBS Check TO APPLY CALL 01305 239239 Monday to Friday 8am to 5pm or email CV to Weymouth@citycentrerecruitment.co.uk OFFICE OR ONLINE APPLICATIONOur client Dorset Council is seeking an experienced ADMINISTRATOR (WASTE SERVICES) to join the Fleet and waste services teams based in Shaftesbury. This role is subject to a basic DBS check and the length of the contract could be extended and possibly lead on to a permanent position. This role is hybrid, which includes a mix of home and depot-based working. Own transport required due to locations of depot.
• Undertake clerical and secretarial duties which may include word processing, arranging meetings, minute-taking, diary management, handling telephone calls and/or attending to visitors.• Support the maintenance of data systems as appropriate by way of data input and/or extracting data to provide requested management and/or financial information.• Maintain filing system, both manual and electronic, which may include information relating to the team.• Undertake any clerical and administrative support duties specific to the post which may include updating spreadsheets, distributing questionnaires and ensuring pages on the website are up to date.• Liaison with other staff and external customers, as a point of contact for the team.
Within your CV, you must show evidence of the following skills:
• Evidence of previous experience in a similar role must be shown within CV.• Ability to take accurate notes of meetings and produce minutes• Excellent customer care• Good working knowledge of IT Systems – Windows based applications• Excellent communication skills – Via telephone, email and word processing• Flexible and adaptable approach to work
Must hold:
• Passport or Birth certificate with National Insurance Number proof
In line with the requirements of the Asylum and Immigration Act 1996, all applicants must be eligible to live and work in the UK. As part of the recruitment process, you will be asked to provide documented evidence of eligibility.City Centre Recruitment is an equal opportunities employer.City Centre Recruitment is acting as an employment business in relation to ADMINISTRATOR (WASTE SERVICES) #Citycentrerecruitment#Weymouthbranch#tempjob#parttimerole#recruitmentagency #seekingwork#Shaftesbury#admin#minutetaker#Adminsupport#Dorset#immediatestartINDWM ",https://findajob.dwp.gov.uk/details/13924411
GENERAL ADMIN ASSISTANT,City Centre Recruitment,DT2 9AZ,"
GENERAL ADMIN ASSISTANT LITTON CHENEY, DORCHESTERTemporary to Permanent Positions (Permanent contract could be offered from start)£12.24 per hourMonday to Friday 08.00am to 17.00pm (42.50 hours)Own transport required due to locationIMMEDIATE START AVAILABLETO APPLY CALL 01305 239239 Mon to Friday 8am to 5pmOR EMAIL CV TO Weymouth@citycentrerecruitment.co.ukOur client is seeking a GENERAL ADMIN ASSISTANT to join them on a temporary to permanent basis. For the right candidate a permanent role may be offered after 12 weeks. You will be expected to deliver exceptional customer service, process orders, manage customer enquiries & offer support to the rest of the Sales Administration team.
• Answering the telephone• Greeting visitors/serving customers in the shop• Dealing with customer enquiries• Processing orders for the online shop, UK & Export markets• Daily invoicing• Running sales reports• Raising credit memos• Process monthly credit card statements to accounts• Reviewing and resolving QIS/NAV errors• Reviewing and resolving ACE-HELPDESK inbox and requests• Providing general administrative support across the business when required• To carry out any other work or task determined to be within your level of competence, to meet the needs of the business. Working within all company policies and procedures, including Health and Safety, Food Safety, Authenticity, Legality and Quality Standards.
CV must show the following:
• Previous office admin experience shown within CV.• Numerate and literate, with outstanding attention to detail.• Excellent communication skills.• Computer literate with knowledge of Microsoft Excel.• Self-starter – an ability to work under your own steam.• Approachable, friendly with a can-do attitude• Experience working in a food business. (Desirable not essential)
Candidates must hold:
• Passport or Birth Certificate with proof of National Insurance
In line with the requirements of the Asylum and Immigration Act 1996, all applicants must be eligible to live and work in the UK. As part of the recruitment process, you will be asked to provide documented evidence of eligibility.City Centre Recruitment is an equal opportunities employer.City Centre Recruitment is acting as an employment business in relation to GENERAL ADMIN ASSISTANT #Citycentrerecruitment #Weymouthbranch #Adminstration #foodmanufacturing #temptopermjob #recruitmentagency #seekingwork #Littoncheney #Bridport #Dorchester #Weymouth #farmlife #immediatestartINDWM ",https://findajob.dwp.gov.uk/details/13924410
NAVY PSYA ASSISTANT STRAP AND SAP SECURITY OFFICER,Ministry of Defence,"PO14 1AS, PO1 3LU","
                    STRAP is a supplementary security control framework for handling sensitive material derived from intelligence, whilst a SAP is used to protect the MOD’s most sensitive military capabilities and programmes. On behalf of Navy PSyA, you will be responsible for the overall safeguarding of STRAP and SAP material, facilities and assets across the Service. The specific responsibilities are further detailed below:You will be assisting in certifying and de-certifying STRAP/SAP facilities, this will also require you to provide advice and guidance to Project teams for new build STRAP Certified Areas/SAP Facilities. In this capacity you will be required to make timely and effective risk management decisions, within the bounds of national security policy.You will be advising and acting as a focal point for STRAP and SAP Security Officers throughout the RN, providing guidance and direction as one of the STRAP/SAP subject matter experts.As a STRAP and SAP SME, you will ensure that the RN adheres to Cabinet Office policy regarding STRAP security compliance. You will be liaising with the PSyA Security Assurance coordinator and STRAP/SAP inspection teams, in order to co-ordinate inspection programmes and to monitor the implementation of the remedial action plans.You will routinely liaise with STRAP Administration and UK SAP authorities (across Government) as the RN STRAP/SAP security lead and subject matter expert. You will be responsible for maintaining STRAP/SAP security databases.You will be based as a Navy PSyA Lodger Unit within MIXG HQ located in HMS COLLINGWOOD, Fareham  or Portsmouth Naval Base however, your role may require you to frequently attend in person STRAP /SAP facilities or meetings across the UKPlease be advised that NCHQ and PSYA are undergoing some organisational re-design and over the next 6-12 months this position may evolve or change to meet new business requireme                ",https://findajob.dwp.gov.uk/details/13924393
Waking Night Support Worker - Kington House (CF62),Accomplish,"Barry, CF62 6RA","
Package DescriptionJOB ROLE: Waking Night Support WorkerLOCATION: Barry (CF62)PAY RATE: £10.90 to £11.70* per hourOne thing for sure is that joining our team at Kington House will be fulfilling and rewarding, Offering you stability with the opportunity to grow and develop your career further. Many of our Managers and Team Leaders joined us as a Support Worker and through ongoing training and coaching they are continuing to move further up the accomplish ladder! About Kington House:Kington House is a community based residential home split into 2 environments, which we term “house” and “annex”. Both the house and annex are equipped to support male and female adults with mental health needs (which includes individuals who have a diagnosis of schizophrenia, personality disorder, alcohol and substance misuse). We also have experience of working with people with Learning Disabilities and dual diagnosis. We have a great deal of experience of supporting individuals with Acquired Brain Injuries and provide a rehabilitation focus with a view to people moving onto further independence.Experience within the care sector is not essential as we offer full training, however what you do need is the enthusiasm and commitment to live our company values every day to ensure we move mountains to support people to live happy and healthy lives.As a Support Worker, you will be involved in the day to day support and routine of the people within the service including Prompting service users independence whilst helping them live a fulfilling life Supporting & encouraging the development of personal skills through hobbies and interests Maintaining and helping with health care needs, including accompanying service users to routine appointments or administrating medication Teaching life skills such as budgeting, paying bills & shopping Assisting with personal care (Depending on service user) Assisting with domestic tasks including cleaning & cooking Why join us: Annual leave - 5.6 weeks holiday per year DBS Check – we cover the cost of your DBS check and further renewals Wellbeing Support, Advice and Guidance – via our Employee Assistance Program though an online portal or over the telephone Qualifications – we can support you to obtain a range of QCF’s opening up further career opportunities Staff Referral Scheme – earn up to a generous £1,000 for referring a friend to join our team at accomplish Induction- We pay for you to attend our comprehensive induction and on-going training Discounts at Highstreet retailers, days out, gifts, holidays and even when buying a car – available via a Blue Light card that you will have access to as a Health and Social Care Employee Health Scheme – employees can opt into paying for a cash healthcare plan through their salary. This enables employees to claim back money towards general day to day healthcare such as opticians and dentists Keys Group brings together three of the UK’s leading and longest-established providers of specialist education, care and activities; Accomplish, Keys and Peak. The organisation provides specialist support and education for more than 2,000 children, young people, adults and families in services and schools across England and Wales.Specialist residential and supported living services for adults with a learning disability, autism, mental health needs and acquired brain injury are provided throughout England and Wales by Accomplish.Keys offers education and care services for children, young people and families across England and Wales through its specialist schools, residential children’s homes, activity and intervention and leaving care services, adult resource centre and family assessment centres.Activities are offered by Peak through its seven specialist adventure centres including water sports, treetop and climbing centres, across England Apply now and one of our team will be in touch to discuss how you can begin your rewarding career - No agencies pleasePlease note that due to the vulnerable nature of the people that we support, all applicants must be over the age of 18*Dependant on qualifications and experience.#EveryDayMakesADifference#WorkInCareAG3 

                                    Proud member of the Disability Confident employer scheme
                                


Disability Confident





            About Disability Confident
        

A Disability Confident employer will generally offer an interview to any applicant that declares they have a disability and meets the minimum criteria for the job as defined by the employer. It is important to note that in certain recruitment situations such as high-volume, seasonal and high-peak times, the employer may wish to limit the overall numbers of interviews offered to both disabled people and non-disabled people. For more details please go to Disability Confident.

 ",https://findajob.dwp.gov.uk/details/13924390
Female Support Worker (Welsh Speaking) - Cae Eithin (SA6),Accomplish,"Morriston, Swansea, SA6 6EZ","
Package DescriptionJOB ROLE: Female Welsh Speaking Support WorkerLOCATION: Morriston, Swansea (SA6)SALARY: £10.90 to £11.70* per hourPlease note we require a Female Support Worker over the age of 18 due to a genuine occupational requirement for the people we are supporting making this position exempt from the gender discrimination rule.One thing that is for sure is that joining our team at Cae Eithin will be fulfilling and rewarding. Offering you stability with the opportunity to grow and develop your career further. Many of our Managers and Team Leaders joined us as a Support Worker and through ongoing training and coaching they are continuing to move further up the accomplish ladder! About Cae Eithin:Cae Eithin is a female only service supporting three adults with complex Mental Health needs or whom may have a dual diagnosis. We provide a specialised care pathway for people to develop their own strategies and skills. We help individuals work towards the goals they have set, however big or small these may be, assisting them in developing confidence and self-esteem.As a Support Worker, you will be involved in the day to day support and routine of the people within the service including: Prompting service users independence whilst helping them live a fulfilling life Supporting & encouraging the development of personal skills through hobbies and interests Maintaining and helping with health care needs, including accompanying service users to routine appointments or administrating medication Teaching life skills such as budgeting, paying bills & shopping Assisting with personal care (Depending on service user) Assisting with domestic tasks including cleaning & cookingExperience within the care sector is not essential as we offer full training, however what you do need is the enthusiasm and commitment to live our company values every day to ensure we move mountains to support people to live happy and healthy lives.Why join us: Annual leave - 5.6 weeks holiday per year DBS Check – we cover the cost of your DBS check and further renewals Wellbeing Support, Advice and Guidance – via our Employee Assistance Program though an online portal or over the telephone Qualifications – we can support you to obtain a range of QCF’s opening up further career opportunities Staff Referral Scheme –  earn up to a very generous £1,000 for referring a friend to join our team at accomplish Induction- We pay for you to attend our comprehensive induction and on-going training Discounts at Highstreet retailers, days out, gifts, holidays and even when buying a car – available via a Blue Light card that you will have access to as a Health and Social Care Employee Health Scheme – employees can opt into paying for a cash healthcare plan through their salary. This enables employees to claim back money towards general day to day healthcare such as opticians and dentist Keys Group brings together three of the UK’s leading and longest-established providers of specialist education, care and activities; Accomplish, Keys and Peak. The organisation provides specialist support and education for more than 2,000 children, young people, adults and families in services and schools across England and Wales.Specialist residential and supported living services for adults with a learning disability, autism, mental health needs and acquired brain injury are provided throughout England and Wales by Accomplish.Keys offers education and care services for children, young people and families across England and Wales through its specialist schools, residential children’s homes, activity and intervention and leaving care services, adult resource centre and family assessment centres.Activities are offered by Peak through its seven specialist adventure centres including water sports, treetop and climbing centres, across England. Apply now and one of our team will be in touch to discuss how you can begin your rewarding career - No agencies pleasePlease note that due to the vulnerable nature of the people that we support, all applicants must be over the age of 18*Dependant on experience and qualifications#EveryDayMakesADifference#WorkInCareAG3 

                                    Proud member of the Disability Confident employer scheme
                                


Disability Confident





            About Disability Confident
        

A Disability Confident employer will generally offer an interview to any applicant that declares they have a disability and meets the minimum criteria for the job as defined by the employer. It is important to note that in certain recruitment situations such as high-volume, seasonal and high-peak times, the employer may wish to limit the overall numbers of interviews offered to both disabled people and non-disabled people. For more details please go to Disability Confident.

 ",https://findajob.dwp.gov.uk/details/13924389
Service Engineer,Darlington Borough Council,"Darlington, DL1 5QT","
                    The Counciland#39;s Corporate Landlord team are looking to recruit a time served Service Engineer to join the team. This team looks after the Counciland#39;s properties including the Town Hall, Dolphin Centre and other Council owned properties such as sheltered housing schemes.The job utilises mobile technology to enable you to carry out your job while on the move using a mobile device. This includes details of your appointments, van stock control and health and safety information such as vehicle checks. A vehicle is provided which is collected and returned daily to our depot. You must be willing to join the callout rota if required.A satisfactory enhanced DBS check is required.The rewards for working at the Council go beyond your salary and in addition you will receive numerous additional benefits such as:andbull; 32 days annual leave plus bank holidaysandbull; Access to the Local Government Pension Schemeandbull; Enhanced Maternity/Paternity and Adoption Leave Paymentsandbull; Additional Leave Purchase Schemeandbull; Green Vehicle Lease schemeandbull; Cycle to Work Scheme in partnership with Halfordsandbull; Access to Occupational Health, Physiotherapy and Counselling Services.andbull; Reduced membership to the Dolphin Centreandrsquo;s andlsquo;Fit 4 Lifeandrsquo; package.andbull; Access to Vivup giving high street discountFor the full range of benefits we offer, please see our Why work for us internet page, which also includes our Total Reward Booklet and Employee Benefit Video.https://www.darlington.gov.uk/jobs-and-careers-1/why-work-for-us/andnbsp;andnbsp;Find out further information about us and what itandrsquo;s like to work for our great team by visiting the Jobs and Careers home page.https://www.darlington.gov.uk/jobs-and-careers/For detailed information on this role, please refer to the Role Profile. For an informal discussion, please contact Gary Bage, Service and Repairs Manager on 07940 704538General Information for Applicants:All applicant email correspondence will come from donotreply@northeastjobs.org.uk and may be directed to your Junk folder depending on the settings of your email account. Please check both your email and Junk folder as all applicants will be notified whether they have been shortlisted.If you are experiencing problems applying for this vacancy via North East Jobs, please contact the HR Team on 01325 405486 or HR@darlington.gov.uk , who will be happy to assist.                            

                                    Proud member of the Disability Confident employer scheme
                                


Disability Confident





            About Disability Confident
        

A Disability Confident employer will generally offer an interview to any applicant that declares they have a disability and meets the minimum criteria for the job as defined by the employer. It is important to note that in certain recruitment situations such as high-volume, seasonal and high-peak times, the employer may wish to limit the overall numbers of interviews offered to both disabled people and non-disabled people. For more details please go to Disability Confident.

 ",https://findajob.dwp.gov.uk/details/13924382
Transport Planning Officer,Darlington Borough Council,"Darlington, DL1 5QT","
                    The Transport Planning team is looking to recruit a Transport Planning Officer, and if you have the passion and drive to make a lasting impact on sustainable transport in Darlington, then we would like to hear from you.The most important quality that we are looking for is a drive and enthusiasm to be the best that you can be. As a key member of the Transport Planning team you would be responsible for leading on the implementation of transport programmes and projects relating to sustainable transport.andnbsp;This will include delivering elements of the Darlington Transport Plan capital programme and leading on the Travel Plan process and Personalised Travel Planning programmes relating to new development sites, including management of the Travel Advisors.andnbsp;The role makes an important contribution to the work of our busy Transport Planning department, so an ability to work within a team environment is essential, as is experience of active/sustainable transport, team management and contract/budget management. Good communication skills, both speaking and in writing, and experience of stakeholder engagement are important qualities.The rewards for working at Darlington Borough Council go beyond the salary you will receive; we have numerous additional benefits such as: 32 days Annual Leave (plus Bank Holidays, with option to purchase additional Annual Leave (pro-rata for part time working) Access to the Local Government Pension Scheme with option to make Additional Voluntary Contributions Flexi-time scheme Flexible working Generous Maternity, Paternity and Adoption Leave schemes Staff equality forums Green Car Leasing Scheme Access to a wide range of training, learning and development Physiotherapy service Confidential counselling service Great wellbeing offer Cycle to Work Scheme Dolphin Centre Fit for Life Discounts Local and National retailer discounts Arriva Employee Travel ClubFor the full range of benefits we offer, please see our Why work for us internet page, which also includes our Total Reward Booklet and Employee Benefit Video.https://www.darlington.gov.uk/jobs-and-careers-1/why-work-for-us/Find out further information about us and what itandrsquo;s like to work for our great team by visiting the Jobs and Careers home page.https://www.darlington.gov.uk/jobs-and-careers/For detailed information on this role, please refer to the Job Description and Person Specification.For a further informal discussion please contact Gill Hutchinson (Transport Planning Manager) on 01325 406624.General Information for Applicants:All applicant email correspondence will come from donotreply@northeastjobs.org.uk and may be directed to your Junk folder depending on the settings of your email account. Please check both your email and Junk folder as all applicants will be notified whether they have been shortlisted.If you are experiencing problems applying for this vacancy via North East Jobs, please contact the HR Team on 01325 405486 or HR@darlington.gov.uk , who will be happy to assist.andnbsp;                            

                                    Proud member of the Disability Confident employer scheme
                                


Disability Confident





            About Disability Confident
        

A Disability Confident employer will generally offer an interview to any applicant that declares they have a disability and meets the minimum criteria for the job as defined by the employer. It is important to note that in certain recruitment situations such as high-volume, seasonal and high-peak times, the employer may wish to limit the overall numbers of interviews offered to both disabled people and non-disabled people. For more details please go to Disability Confident.

 ",https://findajob.dwp.gov.uk/details/13924381
Tesco Colleague - Kennington Vauxhall,Tesco,"London, London, SE11 5QU","
About the role Availability Window   Days From time To time    Tue 12:00:00 20:00:00   Sat 12:00:00 20:00:00    Our Pharmacy Counter Assistant rate of pay starts from £11.02 an hour; this increases to £11.75 for stores inside the M25 but excluding London Boroughs and is £11.95 for stores within Inner London – London Boroughs. Additional payments may also apply depending on location and skills.  It’s our policy to offer new colleagues joining us a minimum of 16 guaranteed hours each week, but if you’d like to work fewer hours (to a minimum of 12) we have opportunities for this too and would still love to hear from you. The table shows the periods of time in the week we’d like you to be available to work – the availability windows. We will schedule your contracted hours within these times, and you’ll have 3 weeks’ notice of exactly when your shifts will be. We are happy to support flexibility for our colleagues, therefore if the times you’re available to work match closely but not exactly to the times we are advertising, we’d still love to hear from you. Click here to read more. Customers are at the heart of everything we do. It takes lots of different people to run a store and this is a job for doers, with plenty of variety. It’s a committed role, full of everyday challenges, but that’s one of the things that makes it so exciting.  Being a colleague in one of our stores means that you will help to serve our shoppers better every day. You’ll meet great people, learn new things and be part of a specialist, diverse team where everyone is welcome. Whether you are looking for stability or flexibility to suit your lifestyle, or the opportunity to progress your career, this can be the role for you.  You will be responsible for Knowing your customers and serving them with passion and pride; giving great natural service. Passionate and knowledgeable about the products and services within my store. Putting into practice the training you have received, so we all work safely, effectively and serve our customers brilliantly. Making decisions that are right for customers, delivering routines in store that meet the needs of customers at the right time. Taking part in seasonal, community and charity events, creating a great inclusive atmosphere. Being knowledgeable about your store’s performance, understanding the part you play and what we need to do together to drive service and sales, reduce waste and shrink and deliver profit. Handling products with care to maintain quality and ensure they reach customers in the best condition. Being myself, living our values, making everyone feel welcome and always following our policies. At times, you may be required to accept deliveries into the store  You will need A passion for delivering great service, greeting customers with a smile, and serving them with pride The ability to build rapport with customers, meaning they leave the store having experienced a great shopping trip To take the initiative and make decisions that are right for our customers Work well within a team and communicate openly with others Build relationships with colleagues to create a team spirit, having fun and celebrating success Be at work on time, well presented and ready to be a brand ambassador  What’s in it for you Holiday starting at 20 days plus a personal day rising to 22 days after 12 months (plus Bank holidays) Request flexible working from day one Get 10% off and 15% at pay day weekends – save up to £1,500 a year with your Colleague Clubcard with an additional card to share with family outside your home Access to free wellbeing services with a range of resources to support your mind, body, and life Life cover of five times your pay and an award-winning pension with matching contributions up to 7.5% Benefits to suit you, choose what you use – from discounts and shares to cycle to work schemes Uniform provided and policies to support you for all of life’s moments, big and small Access to our colleague networks providing a space for colleagues to come together from a range of backgrounds. For more information about our colleague networks please click here.  Click here to read more about the benefits we have available for our colleagues  About usTesco has become a market leader by doing the little things that really matter for our customers and colleagues.
It’s part of what makes Tesco such a great place to work, and we’re proud to have been accredited as one of Britain’s Top Employers again this year. 
We're the UK's number one retailer and we pride ourselves on offering a great shopping experience. We are passionate about our food, merchandise and services and will always try to get things right for our customers. 
But did you know we also offer great job opportunities? With stores, distribution centres and offices across the UK, and a vast variety of roles, we are always looking for people who have a hunger to work with customers and colleagues across our exciting business.
We believe in treating each other with respect and giving everyone an equal opportunity to get on. It's our people that make the difference every day - helping us make a difference for our customers
Should you be successful in your application, your offer will be subject to and conditional upon you providing your bank account details before your agreed start date.
For more information about us please visit www.tescoplc.com 

                                    Proud member of the Disability Confident employer scheme
                                


Disability Confident





            About Disability Confident
        

A Disability Confident employer will generally offer an interview to any applicant that declares they have a disability and meets the minimum criteria for the job as defined by the employer. It is important to note that in certain recruitment situations such as high-volume, seasonal and high-peak times, the employer may wish to limit the overall numbers of interviews offered to both disabled people and non-disabled people. For more details please go to Disability Confident.

 ",https://findajob.dwp.gov.uk/details/13924342
