title,company,location,description,link,relevant,keyword
Teacher – Biology/Science,Exeter College,"Exeter, Devon","We are looking for an enthusiastic and committed Biology/Science teacher to teach the science core component in our T Level Health and the science units in our Level 3 Health Science pathway. The role is a maternity cover but could potentially lead to a permanent position in the college as we grow our T Level numbers. You will be joining an experienced, supportive team with a strong commitment to sharing ideas and resources. You will also benefit from support within the faculty including a mentor, Tutorial Area Manager and Curriculum Area Manager.We welcome applications from recently qualified and experienced teachers alike. The role is anticipated to start toward the end of April 2024.Our values – Ambition, Collaboration, EnergyOur values are what make us, us. Please do take a couple of minutes to learn more about them https://www.youtube.com/watch?v=WcFUB8HvS9M Your benefitsWe recognise that taking regular breaks from work is important. The College offers full time support staff up to 46 days off per year (this includes 30 days annual leave, 8 bank holidays and a period of operational closure at Christmas closure (which has been 8 days in recent years). You will also have the opportunity to join the Teachers’ Pension scheme, find out more at: https://www.teacherspensions.co.ukYour developmentAs a member of our team, you will also have access to a range of excellent benefits and discounts, along with staff development opportunities, wellbeing services and activities. Key Information At Exeter College we are committed to the safeguarding and welfare of all our student's including children, young people, and vulnerable adults. We expect all our staff and volunteers to share this commitment. We follow the Safer Recruitment requirements as set out within Keeping Children Safe in Education statutory guidance. All successful applicants will be required to complete mandatory pre-employment checks which include an enhanced DBS check and satisfactory references. All posts at Exeter College are exempt from the Rehabilitation of Offenders Act (ROA) 1974. The amendments to the ROA 1974 (Exceptions Order 1975, (amended 2013 and 2020)) provide that when applying for certain jobs and activities, certain spent convictions and cautions are ‘protected’, so they do not need to be disclosed to employers, and if they are disclosed, employers cannot take them into account. The MOJ’s guidance on the Rehabilitation of Offenders Act 1974 and the Exceptions Order 1975, provides information about which convictions must be declared during job applications and related exceptions and further inform. We are committed to promoting equality of opportunity and access for all, irrespective of age, background, race, gender, religion, ability, disability, or sexuality. We welcome applications for employment from the whole community.To apply for this post please visit our website at www.exe-coll.ac.uk.The closing date for receipt of completed applications is Thursday 15th February 2024 at midnight. We reserve the right to close the vacancy earlier than the listed closing date should sufficient application numbers be received.Interviews will be held in Exeter on Friday 23rd of February 2024.We do not accept CVs; no agencies please.",https://findajob.dwp.gov.uk/details/13924551,TRUE,0
Weekend Cleaner,Churchill Service Solutions,"Hemel Hempstead, Hertfordshire","Weekend Cleaner52 weeks per yearSaturday & Sunday3 hrs per day, mornings flexibleAnnual Leave Pro-RataExperience not essential as full training providedCleaner required for Ambulance Station In Hemel Hempstead. Applicants must be hard working, reliable, a good time-keeper and trustworthy with the ability to use their own initiative. Duties to include dusting, vacuuming, mopping, emptying bins and other general cleaning tasks appropriate to the site. Areas to be cleaned include toilets, kitchen area, Crew Room, floors and desks. Parking on site.Uniform is provided. Paid on a fortnightly basis. Immediate start.For further details please email David Firth, Account Manager or alternatively to apply please submit your CV.",https://findajob.dwp.gov.uk/details/13924550,,0
Welcome & Service Assistant x 2,National Trust,TR8 4PG,"As the public face of our properties, you’ll provide a warm, friendly welcome, give information about the property, answer questions and make sure everyone has an enjoyable and memorable visit.Salary: £21021 PRO RATAContract/duration: 1 March to 31 October 2024Hours/working pattern: 14 hours/weekWhat it's like to work hereReporting to the site manager, you’ll be part of a team of 6 working at Trerice property.What you'll be doingDay to day, you’ll deliver a great all-round customer service experience. You’ll be on hand answering queries and listen to what our visitors need so you can share the right information. Your role is to make sure our visitors have the best day they can. You’ll have the chance to be involved in different aspects of the visitor experience, from key property events to social media promotion - no two days are the same.Great visitor experiences are in our nature, and we believe everyone should feel welcomed, appreciated and more engaged because of the excellent service you provide. This role would suit anyone with a passion for delivering great customer service. Who we're looking forWe'd love to hear from you if you are:customer focused with an understanding of the importance of great servicea team player, but also can work on your own initiativewell organised and adaptablewilling to learn new skillshave a positive attitude The packageThe National Trust has the motto ‘For everyone, for ever’ at its heart. We’re working hard to create an inclusive culture, where everyone feels they belong. It’s important that our people reflect and represent the diversity of the communities and audiences we serve. We welcome and value difference, so when we say we’re for everyone, we want everyone to be welcome in our teams too.Substantial pension scheme of up to 10% basic salaryFree entry to National Trust places for you, a guest and your children (under 18)Tax-free childcare schemeRental deposit loan schemeSeason ticket loanPerks at work discounts such as gym memberships, shopping discount codes, cinema discountsHoliday allowance up to 32 days relating to length of service, plus holiday purchase scheme, subject to meeting minimum criteria.Flexible working whenever possibleEmployee assistance programmeFree parking at most Trust placesIndependent financial advice",https://findajob.dwp.gov.uk/details/13924549,,0
Waiter/ Waitress,Indeed Flex,"Cardiff, Cardiff County","Join Indeed Flex as a Waiter/ Waitress!At Indeed Flex we provide opportunities for flexible, part-time and temporary work for Waiting Staff in and around Cardiff. Whether it's 5-star hotels, renowned restaurants, or exciting events, Flex can help you find work that fits your schedule and lifestyle.Salary: From £10.97 per hour, PLUS holiday pay (accrued at a rate of 12.07%). Requirements:- MUST have at least 6 months experience working in a Waiting Staff role at large events.- MUST be 18 or over with the right to work in the UK. - MUST have the correct uniform (long smart black suit trousers, white button-up shirt, black tie, smart black shoes).Responsibilities: - Assist the team in preparing the venue for the event, i.e. laying up tables.- Working in a fast-paced setting, serving 3-course meals. - Interact professionally with customers, and work closely with other team members to ensure that service runs smoothly.Why Choose Indeed Flex?- Instant Pay: allowing you greater financial freedom in getting paid straight after a shift!- Our Refer a Friend programme*: You and your friend can earn £40 each, when you refer them to Indeed Flex.- Comprehensive Benefits**: Enjoy the perks of having a digital GP, physiotherapy, 24/7 mental health support, and a wide array of additional benefits.IMPORTANT - How to prepare for your interview:Where? Regus Brunel House, 15th Floor, 2 Fitzalan Road, Cardiff CF24 0EBWhen? Weekly every Tuesday Sessions: 10am - 5pm - You MUST bring your Right to Work documents to your interview. - Download the Indeed Flex app and set up your profile either from The App Store or Google Play, and complete your profile (making sure to add in your skills and experience, location, bank details etc).You can download the Indeed Flex app using one of the link below:https://bit.ly/indeedflex-appstorehttps://bit.ly/indeedflex-googleplayBook your interview now!*For details of our Flexer benefits, visit: https://indeedflex.co.uk/flexer-benefits/**For details of our Friends of Flexers referral scheme, visit: https://indeedflex.co.uk/worker-incentives-and-referral-bonuses/",https://findajob.dwp.gov.uk/details/13924548,,0
28585 - Permitting Process Technical Specialist,Environment Agency,uk,"We are fully committed to having an inclusive workforce to reflect the communities we serve. We welcome flexible working patterns for all our vacancies, including job share, so please include clearly any information regarding your preferred working arrangements on your application.The Environment Agency has exciting opportunities for you to develop your skills! Working with us means protecting and improving the environment and dealing with issues of national importance. We address the effects and causes of climate change, perhaps the most serious long-term threat to the environment that we face.We are looking for an enthusiastic and innovative person to join our Water Resources Technical Team for a 12-month assignment. We provide technical support services, implement process change, and undertake assurance for the largest permitting regime within the National Permitting Service. We work with partners across the organisation to ensure our processes are fit for purpose now and in the future. Our workload is hugely variable. Designing and delivering training, completing complex data analysis, through to managing relationships with important stakeholders.You’ll pro-actively manage a full workload, escalating issues and identifying potential solutions as appropriate, to deliver to a high standard and to tight deadlines. To achieve this, you’ll have excellent interpersonal skills to develop and maintain working relationships.Accountabilities:·To act as a process specialist for Water Resources permitting·Being a subject matter expert/ point of contact for internal stakeholders across the regulatory cycle·Leading on regime and service critical improvement projects·Conducting regular and targeted assurance in line with regime objectives·Managing key guidance and process documentation in line with Organisational schedules·Working collaboratively with regulatory colleagues across the business including providing permitting insight along with supporting dataYou’ll have the opportunity to develop your skills, expertise, and career in this supportive environment. The team You will join our friendly and helpful Water Resources Technical Team within the National Permitting Service and will be well supported by other Technical Specialists and the Team Leader. The team provides services to the Water Resources Permitting Teams located within each Permitting Centre.The National Permitting Service has responsibility for delivering the majority of the Environment Agency’s permitting responsibilities. Permitting is the foundation of regulation, and crucial to the economy, people, and wildlife. Experience/skills required  ·In depth understanding of the Water Resources permitting process and the activities we regulate·Working knowledge of wider Water Resources legislation and permitting processes·Understanding of Continuous Improvement and the associated strategies needed to implement process change·Understanding of Change Management and the associated strategies needed to influence change·Experience of training and/or mentoring staff in a variety of styles and platforms·Proficient across the Microsoft Office application suite ·Proficient in developing and maintaining SharePoint Online content·Understanding of business, resource and finance models·Strong analytical and problem-solving skills·Ability to manage multiple projects and priorities·Demonstrate the Environment Agency’s culture and behaviours·Recognises strength in diversity, promoting an inclusive workplace·Build rapport and positive new working relationships quickly·Organised and personable·Strategic thinker·Undertake national travel to meet dispersed team members and attend meetings",https://findajob.dwp.gov.uk/details/13924547,,0
Visitor Services Assistant x 2,Brighton Dome & Festival,"Brighton, East Sussex","Visitor Services Assistants x 2Casual (Zero Hours) - £11.25 per hourJoin our friendly back of house team in these varied and dynamic roles, ensuring our artists, clients and visitors have the best possible experience of Brighton Dome’s historic, destination venues.A variety of hours, typically spanning between 8am – 2am, shift length is between 6hr - 12hr. Good weekend availability needed. Casual staff are required to work at least two or more full weekends a month minimum. Training – Candidates will need be good availability & flexibility for the first month of employment for training.VSA’s are at the centre of event activity with duties including:Stage Door cover; furniture and room set-ups; Fire Warden; parking; back of house security, health & safety & general housekeeping.You will be expected to work a variable shift pattern spanning daytime, evening and weekends in line with event requirements. You are expected to be available for a variety of shifts across each week. The successful candidate will have an enthusiasm for manual aspects as well as excellent customer service skills and demonstrable experience working in a practical role in a venue, arts or entertainment setting.For a full job description and further information about us, please visit our website here: https://brightondome.org/jobs-and-volunteering/visitor-services-assistants-x-2/Applications closing date: 11.55pm on Wednesday 21st February 2024Interviews to take place the week commencing 26th February 2024Brighton Dome and Festival Ltd is a registered charity and pursues a policy of equal opportunities. Brighton Dome & Festival values diversity promotes equality and challenges discrimination. We encourage and welcome applications from all backgrounds and all parts of the community, particularly applications from people who are ethnically diverse and disabled people. All applications are judged on merit.                            

                                    Proud member of the Disability Confident employer scheme
                                


Disability Confident





            About Disability Confident
        

A Disability Confident employer will generally offer an interview to any applicant that declares they have a disability and meets the minimum criteria for the job as defined by the employer. It is important to note that in certain recruitment situations such as high-volume, seasonal and high-peak times, the employer may wish to limit the overall numbers of interviews offered to both disabled people and non-disabled people. For more details please go to Disability Confident.",https://findajob.dwp.gov.uk/details/13924546,,0
Early Years Deputy Nursery Manager,Kindred Education Ltd,"Beeston, Nottingham","JOIN THE UK'S NUMBER #1 NURSERY GROUP!!!Kindred Nurseries has a rare opportunity for a passionate and motivating early years leader to inspire the team.This is a full-time position requiring the successful candidate to work 40-42.5 hours per week Monday to Friday and is offering a competitive salary with an extensive benefits package.The key responsibilities for a Deputy Nursery Manager is to:Lead the team of early years educators with a hands on approach to deliver on Kindred's pedagogyModel and monitor best practice in accordance with regulatory guidelinesSupport the Manager, Third in Charge and Room Leaders to ensure the highest standards of Early Years care and education across the settingMaintain an organised, safe and stimulating nursery environmentKeep accurate records and ensure procedures are followed within the roomHelp build and maintain a reputation as the setting of choice in the area for both children and employeesSupport and inspire your team of Room Leaders and PractitionersAid with the induction of new team members, welcoming them into the Kindred familyDeputise in the absence of the Nursery ManagerManage the nursery staff deployment to ensure it is always compliant with legal ratiosHave regular supervision meetings with your team to discuss their strengths and areas for improvementTo be successful for this role you should:Hold a full and relevant Early Years Level 3 Childcare Qualification or higherDemonstrate sound knowledge of the EYFS guidelinesExperience of leading and managing a teamHave good time management, meeting deadlinesExcellent organisational ability and attention to detailStrong written and verbal communication skillsThis is the perfect opportunity for an experienced Early Years Educator or Room Leader who has a passion and genuine interest in children, to take that next step within their career in childcare.What we can offer you:50% childcare discount6 fully paid sick daysAdditional day off for your birthdayReward and recognition schemes including annual awardsCashback health plan covering dental, opticians, physio and alternative therapiesFree virtual GP appointments and cashback on prescriptionsEmployee benefits portal, including 100's of high street discountsAccess to 24 hour counselling support, including financial and debt adviceDiscounted gym membershipMore about Kindred NurseriesKindred Nurseries is a family of inspiring nurseries and preschools with a passion for creating a friendly and inclusive place to work. Our mission is to create inspiring worlds full of awe and wonder, our recent double award win at Nursery World and NMT shows that we are the place to work.Our values are at the centre of everything we doWe are Always LearningWe are InspirationalWe have a Family FeelAs part of our commitment to safeguarding and promoting the welfare of the children in our care, the successful candidate is expected to undergo an enhanced DBS check.",https://findajob.dwp.gov.uk/details/13924545,,0
Bartenders,Indeed Flex,"Cardiff, Cardiff County","Join Indeed Flex as Bartender!At Indeed Flex we provide opportunities for flexible, part-time and temporary work for Bartenders in and around Cardiff. Whether it's 5-star hotels, renowned restaurants, or exciting events, Flex can help you find work that fits your schedule and lifestyle.Salary: From £10.97 per hour, PLUS holiday pay (accrued at a rate of 12.07%). Requirements:- MUST have at least 6 months experience working as a Bartender. - MUST be 18 or over with the right to work in the UK. - MUST have the correct uniform (long smart black suit trousers, white button-up shirt, black tie, smart black shoes).Responsibilities: - Thrive in a fast-paced setting, preparing and serving drinks to meet the demands of the events.- Interact positively with customers, taking and fulfilling drink orders to ensure satisfaction. - Keep the bar organised and clean. - Enforce responsible drinking policies, checking IDs and ensuring compliance with health and safety regulations.Why Choose Indeed Flex?- Instant Pay: allowing you greater financial freedom in getting paid straight after a shift!- Our Refer a Friend programme*: You and your friend can earn £40 each, when you refer them to Indeed Flex.- Comprehensive Benefits**: Enjoy the perks of having a digital GP, physiotherapy, 24/7 mental health support, and a wide array of additional benefits.IMPORTANT - How to prepare for your interview:Where? Regus Brunel House, 15th Floor, 2 Fitzalan Road, Cardiff CF24 0EBWhen? Weekly every Tuesday Sessions: 10am - 5pm - You MUST bring your Right to Work documents to your interview. - Download the Indeed Flex app and set up your profile either from The App Store or Google Play, and complete your profile (making sure to add in your skills and experience, location, bank details etc).You can download the Indeed Flex app using one of the link below:https://bit.ly/indeedflex-appstorehttps://bit.ly/indeedflex-googleplayBook your interview now!*For details of our Flexer benefits, visit: https://indeedflex.co.uk/flexer-benefits/**For details of our Friends of Flexers referral scheme, visit: https://indeedflex.co.uk/worker-incentives-and-referral-bonuses/",https://findajob.dwp.gov.uk/details/13924544,,0
Resorts Engineer,Inspired Gaming (UK) Ltd,"Exeter, Devon","To provide an efficient service to customers regarding repair and maintenance of amusement machines situated in our customer’s premises.1. Repair of amusement equipment/coin changers in the complex as notified by the public or management team2. Preventative maintenance of all equipment and investigate technical updates immediately3. Repair of parts or equipment in the workshop area4. Ensure maximum security of Company assets e.g. cash, service keys and machines5. Ensure that all machines, workshop and public areas where machines are sited are kept clean and tidy6. Monitor machine performance and ensure machines operate to maximum potential7. Ensure that at all times the response to service calls are within the targets as laid down by the company/customer.8. Carry out Portable Appliance Tests and Planned Preventative Maintenance (PPM) visits according to Company or customer schedules ensuring that the necessary documentation is completed. Also carry out PC Swaps and Project Updates as and when required.9. Control and replace the spares issued to you in accordance with laid down procedures.10. Carry out Installation Pre-wiring as required.11. Carry out machine installations, changes and removals as required.12. Attend regular debrief meetings with field management to discuss performance, answer problems and any other points relevant to the operation.13. Attend training sessions as requested.14. Maintain regular contact with Remote Services in the manner prescribed by the company and operate equipment provided for this purpose in accordance with laid down standards.15. Ensure that all administration documentation is completed and submitted in accordance with company procedures. Person Specification16. Carry out any technical changes which may result from policy changes by the company.17. Service and maintenance is provided to the customer on a seven day basis. All engineers will be required to work on rotas to suit our business and customer needs. Changes to the rotas will occur from time to time following consultation with staff.18. Provide additional cover on service rota as required including covering for any absent staff.19. Attend service calls at sites in other sectors when required.20. Promote and maintain a good relationship with customers and promote a correct company image at all times by ensuring standard of dress meets with company requirements.21. Ensure all company assets are safeguarded in accordance with company procedures.22. Comply at all times with 4.2 Electrical regulations and ensure documentation is completed.23. Comply at all times with the Health and Safety at Work Policy.24. Ensure that all company rules, policies, procedures and notices are clearly understood and adhered to at all times.25. Undertake any other duty within your competence as requested by management.26. To take on any other responsibilities or tasks that are within the employee's skills and abilities whenever reasonably instructedResponsibilitiesCompetenciesThis competency profile does not include technical/specialist behaviours but includes a list of generic behaviours which are required by an individual at this level. Individuals at this level must provide clear evidence of behaviours demonstrated within the responsibilities/tasks outlined. At this level technical accountability for work done and decisions taken is expected. When reviewing your role you may wish to priorities the behaviours that are considered most important to maximise performance in your job.Operational Performance· Seeks information from appropriate existing sources to handle tasks, issues and problems. The sources might include: other people, manuals, websites, customer records, etc.Customer Focus· Refers to higher authorities and/or established procedures and regulations when required.· Acts promptly to meet customer needs.Personal Development· Seeks and responds positively to regular performance feedback from other people.Teamwork· Sees the need to work co-operatively with others and does so.· Keeps others informed (e.g. colleagues, customers, management) of matters which affect them.· Shows commitment to team goals (e.g. by actively joining in team activities/group discussions and committing to follow-up actions).· Understanding the team’s objectives and acting accordingly.· Supports team/group decisions even if not in complete agreement.· Is courteous and shows consideration for the needs and feelings of others.· Listens to the views, feelings and attitudes of others and works sensitively with them.Communication· Communication is delivered in a way which promotes understanding eg. in oral communication, speed and volume are appropriate and tone, gestures and eye contact are used expressively to add meaning and emphasis.· Uses words and phrases effectively, presenting ideas and information in a logical and well ordered fashion so that the context is easily understandable.· When communicating in writing demonstrates ability to compose original messages as required as well as developing routine messages from standard formats and templates using correct spelling, punctuation and grammar.2845",https://findajob.dwp.gov.uk/details/13924543,,0
"Nursing Care Assistant (3 days a week, including weekends)",Plas Cwmcynfelin,"Clarach, Aberystwyth","Dynamic, professional and caring staff needed to work in a busy, family run nursing home in the Aberystwyth area.Plas Cwmcynfelin is located about 2.5 miles from Aberystwyth. Set in expansive, well maintained gardens and enjoying panoramic views over Cardigan Bay and Clarach valley, this adapted Georgian mansion and its adjoining Coach House make the perfect setting to deliver excellent care to our customers.If you are motivated, able to work under pressure and dedicated to delivering a high standard of care to older people, then you might be who we are looking for.A vacancy has arisen for a Nursing Care Assistant at Plas Cwmcynfelin care home, Clarach. Duties involve supporting older people with activities of daily living, including assistance with medical, personal and social care. Our client base have complex needs up to and including requiring end of life care. This role therefore requires applicants with excellent interpersonal skills with a keen eye for detail and the ability to communicate information both orally and through accurate documentation.The successful applicant will have at least one year's experience working in a nursing or residential care setting. You will be required to register with Social Care Wales and take responsibility for maintaining your registration. You will have full induction training, and after successful completion of your probationary period (12 weeks), you will have the opportunity to study for a diploma in Health and Social Care (up to level 3). The ability to converse in Welsh is highly desirable. We can offer you valuable experience working in a nursing environment, and this post is particularly suitable for those wishing to develop a career in nursing. We regret that we cannot consider application from those needing sponsorship for this post.This post will require the successful applicant to work three shifts per week, including weekends (33.75 hours per week).5.6 weeks annual leavePension scheme availableDBS checks for successful applicants. To apply please call Sarah on 01970623783 during normal office hours (Mon to Fri 9am to 5pm)",https://findajob.dwp.gov.uk/details/13924542,,0
Support Practitioner - Female Only,The Richmond Fellowship Scotland,"Largs, North Ayrshire","TRFS is committed to paying 40ph above the Scottish Government’s Living Wage declared 2024/25 rate for Social Care. This means from April 2024 we intend to pay £12.40ph i.e. 40ph above the Scottish Government’s committed rate.Make a positive difference in someone’s life by becoming a Support Practitioner with The Richmond Fellowship Scotland in our Largs/Garnock Valley services and helping support the people who need it most in our communities!We are currently able to offer full time, part time and bank Support Practitioner contracts within the Largs/Garnock Valley Community Team.You do not need to have worked in care to apply as we will invest in your qualifications and provide full training through our award-winning learning & development team prior to starting.However, due to the nature of the service we can only accept applications from female candidates with a valid driving licence and access to their own vehicles!About the Role:Your responsibilities as a Support Practitioner could include:· Social Support- Assisting individuals to engage with their communities by planning and attending outings to various leisure activities such as day centres, cinema, swimming etc.· Personal Care- Assisting people to maintain their wellbeing by promoting their personal care which would include assistance with bathing, dressing, arranging visits with the dentist/doctor, incontinence care.· Practical Support- Helping people to maintain their tenancy by encouraging daily household tasks such as general housework, laundry, ironing, cooking, shopping.Key Benefits:TRFS rewards scheme (cash-back and discounts at various retailers)Refer a Friend scheme- £150 bonus!TRFS currently has a Gold Investors in People award.TRFS is accredited as a Living Wage employer by the Living Wage foundation.All successful Support Practitioner applicants will be given a conditional offer- this is subject to the receipt of satisfactory references and PVG: having a conviction will not necessarily debar you from working in this sector.Schedule 9 Part 1 (1)(1)(a) of the Equality Act 2010 applies to this post.All new staff members will be required to register with the SSSC within 6 months of their start date.Closing Date: 05/03/2024 (We reserve the right to close this vacancy at any time)                            

                                    Proud member of the Disability Confident employer scheme
                                


Disability Confident





            About Disability Confident
        

A Disability Confident employer will generally offer an interview to any applicant that declares they have a disability and meets the minimum criteria for the job as defined by the employer. It is important to note that in certain recruitment situations such as high-volume, seasonal and high-peak times, the employer may wish to limit the overall numbers of interviews offered to both disabled people and non-disabled people. For more details please go to Disability Confident.",https://findajob.dwp.gov.uk/details/13924541,,0
Cook,Roxton Nursing Home,B72 1LY,"
                    We are currently recruiting for a Chef/Cook with in Sutton Coldfield. The successful applicant will be working in a care home setting and must be able to cook fresh and nutritious balanced meals.Roles and responsibilities:• Preparation and serving of meals and beverages as required.• To carry out kitchen duties ensuring a high standard of hygiene always.• Report any incidents or matters raised by service users concerning catering to the Care Manager• Abide and understand policies and procedures• Ensure that a good standard of hygiene and cleanliness is maintained throughout the kitchen, to meet the required standards of practice prescribed by Environmental Health Agencies• To conform to the Care Home’s Food Hygiene procedures• Ensure all equipment used is well maintained• To prepare, cook and present well-balanced meals and beverages to the highest quality incorporating, cultural and dietary needs as required by the residents and staff of the Home• Ensure all stock ordered is consistent with planned menus• Maintain an accurate stock control• Dealing with issues appropriately when they arise.• Understand COSSH issuesSkills and Experience• Knowledge of food Hygiene.• Experienced in cooking textures of meals for residents on special diets e.g. puree/soft diets • Knowledge of Health & Safety requirements..Qualification• Food Hygiene CertificateAll successful candidates will need to undertake an enhanced DBS check  ",https://findajob.dwp.gov.uk/details/13924540,,0
Senior Financial Planning and Analysis Manager,AWD online,"City of London, London","Senior Financial Planning and Analysis ManagerLloyd’s is the world’s leading insurance and reinsurance marketplace. We share the collective intelligence and risk sharing expertise of the market’s brightest minds, working together for a braver world. Our role is to inspire courage, so tomorrow’s progress isn’t limited by today’s risks. Our shared values: we are brave; we are stronger together; we do the right thing; guide what we do and how we act. If you share our values and our passion to build a future that’s more sustainable, resilient and inclusive, you’ll find a home at Lloyd’s – build a braver future with us. The Financial Planning and Analysis (FP&A) team sits within Central Finance, and has primary responsibility for budgeting, forecasting, and providing management information for the Society of Lloyd’s and performance analysis for the Lloyd’s Market.We are looking for a Senior Financial Planning and Analysis Manager to join this team, and lead on the production, reporting and analysis of the Lloyd’s annual budget, periodic forecast and management information across the Society of Lloyd’s. This is an excellent opportunity for a seasoned finance professional who wants to advance their career within the Lloyd’s market, or make a move into the insurance industry. You will have the opportunity to work with the Corporation’s most senior leaders to provide strategic insight, analysis and challenge to drive better decision making and optimise financial performance. You will have the opportunity to drive process improvement, while having oversight of the performance and development of a team.Principle Accountabilities - Senior Financial Planning and Analysis Manager• To be a qualified accountant with extensive post qualification experience• Experience within an FP&A or Business Partnering role• Extensive expense management, budgeting and forecasting experience • People management experience• Proven stakeholder management experienceSkills and Knowledge: • Managing the budgeting and forecasting processes across the Society of Lloyd’s including:o Developing and providing regular value-added management information to senior management to enable effective decision making to maximise financial performanceo Establishing clear principles and timetables to support the business in setting budgets and forecastso Challenging the business on the robustness of budget and forecast assumptions to ensure financial performance is optimisedo Translating company wide targets into financial metrics to aid the achievement of objectives• Co-management of the team• Production of frequent management information and commercial insight to enable the business to assess performance against budgets and forecasts and assess whether remedial actions are needed• Driving process improvement, system development and increasing efficiencies in the way we work, delivering standardized, effective solutions in line with best practice• Deputising for the Head of Financial Planning and Analysis in meetings and/or presentations with stakeholders as requiredIf you are interested in this role, please apply online with your CV. We offer a competitive salary and benefits package, as well as opportunities for career development and growth. We are an equal opportunity employer and value diversity at our company.We look forward to hearing from you.#LI-LLOYDSRECRUITMENT#LI-HYBRIDDiversity and inclusion are a focus for us – Lloyd’s aim is to build a diverse, inclusive environment that reflects the global markets we work in. One where everyone is treated with dignity and respect to achieve their full potential. In practice, this means we are positive and inclusive about making workplace adjustments, we offer regular health and wellbeing programmes, diversity and inclusion training, employee networks, mentoring and volunteering opportunities as well as investment into your professional development.We understand that our work/life balance is important to us all and that a hybrid of working from the office and home can offer a great level of flexibility.  Flexible working forms part of a total reward approach which offers a host of other benefits over and above the standard offering (generous pension, healthcare, wellbeing etc).  These include financial support for training, education & development, a benefit allowance (to spend on our flexible benefits such as gym membership, dental insurance, extra holiday or to partake in our cycle to work scheme), employee recognition scheme and various employee discount schemes. By choosing Lloyd's, you'll be part of a team that brings together the best minds in the industry, and together with our underwriters and brokers, we create innovative, responsive solutions allowing us to share risk and solve complex problems.NO AGENCIES PLEASEJOB REF: AWDO-P11831This job is being advertised by AWD online on behalf of Lloyd’sSenior Financial Planning and Analysis Manager | Finance Jobs | Accountancy Jobs | Accountant | Management Accounts | Insurance Industry",https://findajob.dwp.gov.uk/details/13924539,,0
Early Years Nursery Practioner,Robins Nest Day Nursery,"Walsall, West Midlands","Due to very high demand in ALL of our Nests.We are recruiting.....- A Level 3 Qualified Nursery PractitionerWe would love to hear from you If you are skilled, ambitious and would help us give children the best start in life.We deliver high quality childcare & Exciting opportunities for learning that gives every child a head start as they prepare for their journey in life.We are looking for a Qualified Nursery Practitioner.-You must have a smiling face that makes every child feel loved.-You must be able to laugh at jokes that you don’t understand-The ability to sing out of tune in front of a crowd is essential.-You must be able to distribute loving hugs as required.-Possessing the skills required to rapidly count the heads of numerous moving small people is of utmost importance.-You must be comfortable entering public places on your way home from work with unknown substances on your clothing and face-The ability to remember the names of many children and lots of very important facts (such as their Auntie Sues pet dog - Sam).-Your feelings must not be hurt.-Finally you must be prepared to feel loved special and important to many young children and their families.There is simply no other job like this one and i can guarantee NO better team to enjoy this with.Now for the serious bit....-As a keyworker, you will ensure every individual child’s needs are met.-Safeguarding children is your priority.-Speak Up against practices that don’t support safeguarding-Get to know the families at the setting and attend parents’ evenings.-Update parents on their child’s day and development.-Support parents with any SEN/ASL needs.-Embrace and promote our Standards of Excellence in every part of your role.-Take pride in your planning observation and assessment procedure.-Adhere to our childcare policies.-Be a key player to ensure the nursery receives excellent outcomes in internal audits and those of external authorities such as Ofsted,-Create a setting that is clean and welcoming, with well-kept educational resources.-Ensure that children’s observations are detailed, reflective and provide developmentally challenging next steps.-Ensure we encourage and praise children’s development and achievements.-We set and maintain the highest standards it’s what children and parents deserve.Your Qualifications and Experience:-NNEB or BTEC Nat Dip or CACHE Dip in Childcare or NVQ Level 3 or SVQ-Some Previous experience working and caring for children under 5.Preferably in a day nursery - (References Required)-Passion to deliver high quality childcare and exciting learning opportunities-Paediatric First Aid (Desirable but Not essential)-Available and Flexible (With shift patterns)",https://findajob.dwp.gov.uk/details/13924538,,0
Care & Support Worker (Health & Social Care),Monmouthshire County Council,"Monmouthshire, Wales","
                    We are looking for people who can connect and buildrelationships with others in Monmouthshire! We are looking forpeople to support people in their own homes. We need peoplewho are kind, love spending time with people in the community,easy to talk to and can build relationships quickly with peoplefrom all walks of life. We are looking for people with goodcommunication skills who are able to work within thecommunity and who want to make a difference. We offer agreat rate of pay with weekend and bank holidayenhancements                ",https://findajob.dwp.gov.uk/details/13924537,,0
