title,company,location,description,link,relevant,rank,keyword
Science Teacher,Teacheractive Limited,SW11,"TeacherActive have partnered with an Academy Trust of Secondary Schools across Battersea and neighbouring areas of South London who are keen to employ QUALIFIED (QTS) Science Teachers able to engage, motivate and inspire students.Having a Science related degree would be advantageous but not essential – as long as you have QTS, strong A-Level and GCSE results, experience delivering Science based activities and a true desire and passion for teaching Sports.•With QTS – you can expect to earn £180 to £200 per dayDue to the size of the Academy Trust and number of partnering Secondary Schools; strong Science Teachers are required regularly on a daily basis between the hours of 8:30am and 3:30pmThe Academy Trust is modern, forward thinking and very well resourced with an experienced and proactive Senior Leadership team who place courtesy and mutual respect at the heart of their vision and strategy. Their most recent Ofsted report alludes to students demonstrating positive attitudes to learning and all staff, irrelevant of their role in the school community, appear to feel valued and respected.If you know you can deliver engaging Science lessons and commit to a full working week, this is a wonderful opportunity to immerse yourself in a diverse, thriving and welcoming community.Our staff are paid on a PAYE basis, so you can rest assured that you’re paying the right level of TAX and National Insurance and there’s no messing around with admin charges coming out of your hard earned cash.If you are interested in this position, then click ‘APPLY NOW’  and I will be in touch regarding this fantastic opportunity.Email: rhys.merriman@teacheractive.comPhone: 02078586655All applicants will be contacted to discuss suitability and then invited to register with TeacherActive.Registration involves an enhanced DBS check, ID checks and will require you to supply good professional references. We pride ourselves on excellent service. We can provide a wide range of opportunities in schools and other educational institutions, with good rates of pay, at times to suit your needs.Regular external audits have shown repeatedly that our standards are exceptional. We are passionate about finding the right staff for each environment.TeacherActive is an equal opportunities employer, and operates as an Employment Business in providing temporary or contract job-seeking services.",https://findajob.dwp.gov.uk/details/13786650,TRUE,11,6
Science Teacher,Teacheractive Limited,SW114JP,"TeacherActive have partnered with an Academy Trust of Secondary Schools across Croydon and neighbouring areas of South London who are keen to employ qualified Science Teachers able to engage, motivate and inspire students.Having experience teaching Secondary Science is advantageous but Qualified Teacher Status is essential. (Do not apply for this role unless you have gained QTS.)•With QTS – you can expect to earn £180 to £200 per dayDue to the size of the Academy Trust and number of partnering Secondary Schools; strong Science Teachers are required regularly on a daily basis between the hours of 8:30am and 3:30pmThe Academy Trust is modern, forward thinking and very well resourced with an experienced and proactive Senior Leadership team who place courtesy and mutual respect at the heart of their vision and strategy. Their most recent Ofsted report alludes to students demonstrating positive attitudes to learning and all staff, irrelevant of their role in the school community, appear to feel valued and respected.If you know you can deliver engaging Sciencelessons and commit to a full working week, this is a wonderful opportunity to immerse yourself in a diverse, thriving and welcoming community.Our staff are paid on a PAYE basis, so you can rest assured that you’re paying the right level of TAX and National Insurance and there’s no messing around with admin charges coming out of your hard earned cash.If you are interested in this position, then click ‘APPLY NOW’  and I will be in touch regarding this fantastic opportunity.Email: rhys.merriman@teacheractive.comPhone: 02078586655All applicants will be contacted to discuss suitability and then invited to register with TeacherActive.Registration involves an enhanced DBS check, ID checks and will require you to supply good professional references. We pride ourselves on excellent service. We can provide a wide range of opportunities in schools and other educational institutions, with good rates of pay, at times to suit your needs.Regular external audits have shown repeatedly that our standards are exceptional. We are passionate about finding the right staff for each environment.TeacherActive is an equal opportunities employer, and operates as an Employment Business in providing temporary or contract job-seeking services.",https://findajob.dwp.gov.uk/details/13732213,TRUE,10,1
Science Teacher,Teacheractive Limited,CR0,"TeacherActive have partnered with an Academy Trust of Secondary Schools across Croydon and neighbouring areas of South London who are keen to employ QUALIFIED (QTS) Science Teachers able to engage, motivate and inspire students.Having a Science related degree would be advantageous but not essential – as long as you have QTS, strong A-Level and GCSE results, experience delivering Science based activities and a true desire and passion for teaching Sports.•With QTS – you can expect to earn £180 to £200 per dayDue to the size of the Academy Trust and number of partnering Secondary Schools; strong Science Teachers are required regularly on a daily basis between the hours of 8:30am and 3:30pmThe Academy Trust is modern, forward thinking and very well resourced with an experienced and proactive Senior Leadership team who place courtesy and mutual respect at the heart of their vision and strategy. Their most recent Ofsted report alludes to students demonstrating positive attitudes to learning and all staff, irrelevant of their role in the school community, appear to feel valued and respected.If you know you can deliver engaging Science lessons and commit to a full working week, this is a wonderful opportunity to immerse yourself in a diverse, thriving and welcoming community.Our staff are paid on a PAYE basis, so you can rest assured that you’re paying the right level of TAX and National Insurance and there’s no messing around with admin charges coming out of your hard earned cash.If you are interested in this position, then click ‘APPLY NOW’  and I will be in touch regarding this fantastic opportunity.Email: rhys.merriman@teacheractive.comPhone: 02078586655All applicants will be contacted to discuss suitability and then invited to register with TeacherActive.Registration involves an enhanced DBS check, ID checks and will require you to supply good professional references. We pride ourselves on excellent service. We can provide a wide range of opportunities in schools and other educational institutions, with good rates of pay, at times to suit your needs.Regular external audits have shown repeatedly that our standards are exceptional. We are passionate about finding the right staff for each environment.TeacherActive is an equal opportunities employer, and operates as an Employment Business in providing temporary or contract job-seeking services.",https://findajob.dwp.gov.uk/details/13786656,TRUE,9,8
Science Teacher,Teacheractive Limited,DA18,"TeacherActive have partnered with an Academy Trust of Secondary Schools across Erith and neighbouring areas of South London who are keen to employ QUALIFIED (QTS) Science Teachers able to engage, motivate and inspire students.Having a Science related degree would be advantageous but not essential – as long as you have QTS, strong A-Level and GCSE results, experience delivering Science based activities and a true desire and passion for teaching Science.•With QTS – you can expect to earn £180 to £200 per dayDue to the size of the Academy Trust and number of partnering Secondary Schools; strong Science Teachers are required regularly on a daily basis between the hours of 8:30am and 3:30pmThe Academy Trust is modern, forward thinking and very well resourced with an experienced and proactive Senior Leadership team who place courtesy and mutual respect at the heart of their vision and strategy. Their most recent Ofsted report alludes to students demonstrating positive attitudes to learning and all staff, irrelevant of their role in the school community, appear to feel valued and respected.If you know you can deliver engaging Science lessons and commit to a full working week, this is a wonderful opportunity to immerse yourself in a diverse, thriving and welcoming community.Our staff are paid on a PAYE basis, so you can rest assured that you’re paying the right level of TAX and National Insurance and there’s no messing around with admin charges coming out of your hard earned cash.If you are interested in this position, then click ‘APPLY NOW’  and I will be in touch regarding this fantastic opportunity.Email: rhys.merriman@teacheractive.comPhone: 02078586655All applicants will be contacted to discuss suitability and then invited to register with TeacherActive.Registration involves an enhanced DBS check, ID checks and will require you to supply good professional references. We pride ourselves on excellent service. We can provide a wide range of opportunities in schools and other educational institutions, with good rates of pay, at times to suit your needs.Regular external audits have shown repeatedly that our standards are exceptional. We are passionate about finding the right staff for each environment.TeacherActive is an equal opportunities employer, and operates as an Employment Business in providing temporary or contract job-seeking services.",https://findajob.dwp.gov.uk/details/13786652,TRUE,8,7
Science Teacher,Teacheractive Limited,CR0,"TeacherActive have partnered with an Academy Trust of Secondary Schools across Croydon and neighbouring areas of South London who are keen to employ qualified Science Teachers able to engage, motivate and inspire students.Having experience teaching Secondary Science is advantageous but Qualified Teacher Status is essential. (Do not apply for this role unless you have gained QTS.)•With QTS – you can expect to earn £180 to £200 per dayDue to the size of the Academy Trust and number of partnering Secondary Schools; strong Science Teachers are required regularly on a daily basis between the hours of 8:30am and 3:30pmThe Academy Trust is modern, forward thinking and very well resourced with an experienced and proactive Senior Leadership team who place courtesy and mutual respect at the heart of their vision and strategy. Their most recent Ofsted report alludes to students demonstrating positive attitudes to learning and all staff, irrelevant of their role in the school community, appear to feel valued and respected.If you know you can deliver engaging Science lessons and commit to a full working week, this is a wonderful opportunity to immerse yourself in a diverse, thriving and welcoming community.Our staff are paid on a PAYE basis, so you can rest assured that you’re paying the right level of TAX and National Insurance and there’s no messing around with admin charges coming out of your hard earned cash.If you are interested in this position, then click ‘APPLY NOW’  and I will be in touch regarding this fantastic opportunity.Email: rhys.merriman@teacheractive.comPhone: 02078586655All applicants will be contacted to discuss suitability and then invited to register with TeacherActive.Registration involves an enhanced DBS check, ID checks and will require you to supply good professional references. We pride ourselves on excellent service. We can provide a wide range of opportunities in schools and other educational institutions, with good rates of pay, at times to suit your needs.Regular external audits have shown repeatedly that our standards are exceptional. We are passionate about finding the right staff for each environment.TeacherActive is an equal opportunities employer, and operates as an Employment Business in providing temporary or contract job-seeking services.",https://findajob.dwp.gov.uk/details/13732205,TRUE,7,0
Science Teacher - Science ETC,KPI RECRUITING LTD,WC1H 9JE,"Science Teacher – Science ETCHave you begun your search for a Science ECT role for September?Are you currently completing a PGCE specialising in science and would like to join a progressive secondary school?An exciting opportunity has arisen for a science teacher to join a top school in the heart of London from September.This fantastic forward thinking secondary school in central London is looking for a dynamic Science teacher, and ECTs are welcome to apply.• Science Teacher - Plenty of KS5 teaching on offer• Secondary school in Camden, North London• Permanent post from September 2024 - ECTs to be paid from July• MPS Inner London Pay scale• Outstanding graded school• State of the art building located in a great location• Excellent commuting linksA leading secondary school in the heart of central London is searching for a dynamic and passionate Science teacher for September, and can offer plenty of KS5 teaching in your chose specialism..Interested?If you're a science teacher that wants to work in a school with a fantastic science block, children who want to learn and a leadership team that is inspirational this is the school for you.My client is looking for a science teacher who is confident in their subject, and can teach up to KS5 with vision and drive to motivate and enthuse pupils. The Science department is the schools leading faculty and you can look forward to joining a supportive and committed team of teachers led by an experienced and dedicated Head of Science. As a science teacher you will be expected to teach across the full age and ability range. This school offers a range of A Level courses, the most popular being English Literature, Maths, History and the Sciences. On offer to the successful candidate, depending on your confidence will be plenty of KS5 Science teaching.Working at this school you can look forward to joining a supportive, cohesive and very purposeful environment that has done extremely well in exams over the past 10 years. You will get the opportunity to work with enthusiastic and hardworking pupils who want to do well, and enjoy sciences. You'll get to work in a school with quality facilities and excellent resources, whilst also being offered excellent CPD in preparation for your next step. Thanks to this schools great location, it is easily accessible by train, tube and bus.If you're a science teacher who can embellish this schools Knowledge-based curriculum and you're an outstanding teacher who is able to combine academic rigour and achievement with enjoyment of the subject, this school would be perfect for you.Passionate about your subject and possess innovative teaching and learning strategies and are you dedicated to making a difference to the lives of your pupils?Then this school could be the perfect opportunity for you to shine. For more information and the chance to interview at this thriving school email your CV to Ryan at KPI Education.",https://findajob.dwp.gov.uk/details/13815859,TRUE,6,13
Teacher of Science,Vacancy Filler,"London , E20 2AA","Bobby Moore Academy is looking to recruit an inspirational Teacher of Science to join our Science Department.Bobby Moore Academy is an all through school, providing a world-class education for the children of east London. A school characterised by ambition and drive it is transformational in its impact on their life chances and we all as a community stand firm in our belief that;We are the drivers of social mobility.We address social injustice head on.We are architects of aspiration.We are unrelenting in our focus on academic achievement.Our expectations are uncompromising.We craft good character.We are custodians of the ‘master key’We are situated across two iconic sites on the Queen Elizabeth Olympic Park, and our Secondary phase is now heavily oversubscribed. We are building partnerships with the new East Bank development, including the BBC, UCL, V&A East which is bringing incredible opportunities to the young people of East London.Since the school was founded in 2017, we have set ambitious academic standards backed up by exciting enrichment opportunities, whilst nurturing and caring for the wellbeing of every child. At capacity, our two sites will accommodate over 1500 pupils, including a Sixth Form. Built on the legacy of the 2012 London Olympic and Paralympic Games we enjoy world beating facilities including a competition standard 400m running track, full size football pitch and field events space, Astro-turf pitch, and state of the art classrooms and school buildings.  Taking leadership inspiration from our namesake and the 1966 World Cup winning team we are inspired to generate transformational change for the young people in our care.About the David Ross Education TrustThe David Ross Education Trust (DRET), of which the Bobby Moore Academy is part, has a passionate belief that by offering young people an outstanding range of opportunities they will discover what they can excel at and thus transform their life chances.Such an ethos demands that at Trust and individual school level, we bring together best practice from across the independent and state sectors, to ensure high expectations and outcomes for pupils. In practice, this ethos is driven through four core values, the rules by which our community will thrives:Aspiration – Always aiming highAmbition – Being the best we can beCourage – Nothing holds us backRespect – Always leading by exampleWe are an equal opportunities employer, and as with all roles within Bobby Moore Academy, we welcome and strongly encourage applications from candidates representing ethnically diverse communities.About the roleTo deliver our combined science curriculum across Years 7-9, and at our combined and separate sciences GCSE courses at KS4. We also offer all scenarios at KS5.  Alongside this, to contribute to the development of teaching and learning across the science team in alignment with the departmental and whole-school curriculum vision. The successful candidate will be a model of professionalism, a dynamic team player and an outstanding practitioner in the classroomBenefits of working at Bobby Moore AcademyM1-UPS3 Inner London £36745.00 - 56959.00 Per AnnumTeacher's Pension SchemeRegional networks of Trust colleagues and access to key leaders in EducationCommitment to employee Health and Wellbeing including dedicated Employee Assistance ProgrammeAwards and Recognition SchemeFlexible working patternsBenefits Platformdiscounts on car leasingholiday discountscinema ticketsrestaurant booking discountsCycle to Work SchemeWho we are looking forQualified Teacher StatusA good honours degree in a relevant subjectevidence of ongoing professional developmentExcellent classroom practitioner with demonstrable experience of raising standardsExperience of successful delivery of the science curriculum across KS3Experience helping students to overcome significant barriers to learningExcellent interpersonal skillsReflective practitioner, with a commitment to self-improvementApply nowTo complete our on-line application form, please us the ‘apply now’ tab.Early applications are advised. We receive high numbers of applications for our roles and therefore have to close the vacancy prior to the closing date in order to review candidates' details against our job criteria before shortlisting or re-opening the vacancy.The David Ross Education Trust is an equal opportunity employer. We are committed to providing a fair, equitable and mutually supportive learning and working environment for our students and staff.It is our objective to ensure that job applicants and staff are treated solely on the basis of their merits, abilities and potential. We do not discriminate against any applicants on the basis of any protected characteristics.The David Ross Education Trust is committed to safeguarding and promoting the welfare of children and applicants must be willing to undergo vetting appropriate to the post, including a social media presence check and Enhanced DBS check. The successful applicant will be expected to adhere to all safeguarding, welfare and health and safety policies and procedures of the Trust.All pre-employment checks are in line with ""Keeping Children Safe in Education"" statutory guidance.THIS ROLE IS ELIGIBLE FOR THE TALENT REFERRAL PROGRAMME AWARD – DRET INTERNAL COLLEAGUES ONLY.",https://findajob.dwp.gov.uk/details/13708419,TRUE,5,0
Teacher of Science,Academies Enterprise Trust,"Hounslow, London, TW3 1AX","Main Pay Range/ Upper Pay Range + AET Wellbeing Cash Plan + Car Scheme + Pension Scheme (TPS) + Additional AET BenefitsFull Time, PermanentSeptember 2024 start dateECTs WelcomeWe are excited to announce a unique opportunity for a passionate and dedicated individual to join our team as a Science teacher at Kingsley Academy. We are actively seeking an educator who is not only deeply enthusiastic about the subject but is also committed to making a lasting impact on the lives of our students.Our ideal candidate will:Craft and deliver compelling, challenging English lessons that cater to the diverse needs of our students.Cultivate a positive and inclusive learning environment, fostering active participation and critical thinking.Establish and maintain high expectations for both student achievement and behaviour.Collaborate with colleagues to contribute to the continual development and enhancement of the English curriculum at Kingsley Academy.Actively engage in professional development opportunities to stay abreast of best practice in education.Kingsley Academy, a 'Good' 11-18 Secondary School that has made significant progress since 2019. There is an unapologetic ambition from the leadership team and staff to give every student the opportunity to achieve academic excellence alongside well rounded personal development. This year our dedication to improvement was validated with a 25% improvement in our 4+ English and Maths figure alongside a 26% improvement in our 5+ figure compared to 2019. This improvement marks the start of an incredibly exciting journey at Kingsley Academy and an opportunity to be part of something much bigger as we work towards the next phase of our improvement journey.Kingsley Academy has grown significantly in numbers over the last three years and we are now full in every year group with a waiting list across all years demonstrating the successes the school has seen and the positive culture the school promotes. Kingsley Academy is inclusive, supportive and truly serves the local community.If this sounds like a good fit, then we encourage you to come and visit the school prior to submitting your application. To arrange a visit please email Julie onThe role is due to commence September 2024.Closing date: Sunday 25th February 2024Interviews are scheduled to take place as soon as possible after the closing date.We reserve the right to close this vacancy early should we receive an overwhelming response. All candidates are advised to refer to the job description and person specification before making an application.In line with our safeguarding practices we are unable to accept CV's. Apply today.Academies Enterprise Trust and all of our academies are committed to ensuring the highest levels of safeguarding and promoting the welfare of our pupils, and we expect all our staff and volunteers to share this commitment. We adopt a robust, fair and consistent recruitment process which is inline with Keeping Children Safe in Education guidance. This includes online checks for shortlisted candidates. All offers of employment are subject to an Enhanced DBS check, references, and where applicable, a prohibition from teaching check.Academies Enterprise Trust embraces diversity and promotes equality of opportunity. Job share, part time and flexible working opportunities will be considered.We are a Disability Confident Employer and there is a guaranteed interview scheme for candidates with disabilities who meet the minimum selection criteria.Proud member of the Disability Confident employer schemeDisability ConfidentAbout Disability ConfidentA Disability Confident employer will generally offer an interview to any applicant that declares they have a disability and meets the minimum criteria for the job as defined by the employer. It is important to note that in certain recruitment situations such as high-volume, seasonal and high-peak times, the employer may wish to limit the overall numbers of interviews offered to both disabled people and non-disabled people. For more details please go toDisability Confident.",https://findajob.dwp.gov.uk/details/13862643,TRUE,4,21
QTS Science Teacher,Teacheractive Limited,CR0,"TeacherActive have partnered with an Academy Trust of Secondary Schools across Croydon and neighbouring areas of South London who are keen to employ Qualified Teachers of Science able to engage, motivate and inspire students.Qualified Teacher Status (QTS) is essential for this role - so please do not apply if you haven’t yet gained QTS.Unqualified staff will not be considered.•However, with QTS – you can expect to earn £180 to £200 per dayDue to the size of the Academy Trust and number of partnering Secondary Schools, Qualified Teachers of Science are required regularly on a daily basis between the hours of 8:30am and 3:30pm.The Academy Trust is modern, forward thinking and very well resourced with an experienced and proactive Senior Leadership team who place courtesy and mutual respect at the heart of their vision and strategy. Their most recent Ofsted report alludes to students demonstrating positive attitudes to learning and all staff, irrelevant of their role in the school community, appear to feel valued and respected.If you’re a Qualified Teacher and know you can deliver engaging lessons and commit to a full working week, this is a wonderful opportunity to immerse yourself in a diverse, thriving and welcoming community.Our staff are paid on a PAYE basis, so you can rest assured that you’re paying the right level of TAX and National Insurance and there’s no messing around with admin charges coming out of your hard earned cash.If you are interested in this position, then click ‘APPLY NOW’  and I will be in touch regarding this fantastic opportunity.Email: rhys.merriman@teacheractive.comPhone: 02078586655All applicants will be contacted to discuss suitability and then invited to register with TeacherActive.Registration involves an enhanced DBS check, ID checks and will require you to supply good professional references. We pride ourselves on excellent service. We can provide a wide range of opportunities in schools and other educational institutions, with good rates of pay, at times to suit your needs.Regular external audits have shown repeatedly that our standards are exceptional. We are passionate about finding the right staff for each environment.TeacherActive is an equal opportunities employer, and operates as an Employment Business in providing temporary or contract job-seeking services.",https://findajob.dwp.gov.uk/details/13836621,TRUE,3,19
Qualified Teacher of Science,Teacheractive Limited,SE15,"TeacherActive have partnered with an Academy Trust of Secondary Schools across Peckham and neighbouring areas of South London who are keen to employ Qualified Teachers of Science able to engage, motivate and inspire students.Qualified Teacher Status (QTS) is essential for this role - so please do not apply if you haven’t yet gained QTS.Unqualified staff will not be considered.•However, with QTS – you can expect to earn £180 to £200 per dayDue to the size of the Academy Trust and number of partnering Secondary Schools, Qualified Teachers of Science are required regularly on a daily basis between the hours of 8:30am and 3:30pm.The Academy Trust is modern, forward thinking and very well resourced with an experienced and proactive Senior Leadership team who place courtesy and mutual respect at the heart of their vision and strategy. Their most recent Ofsted report alludes to students demonstrating positive attitudes to learning and all staff, irrelevant of their role in the school community, appear to feel valued and respected.If you’re a Qualified Teacher and know you can deliver engaging lessons and commit to a full working week, this is a wonderful opportunity to immerse yourself in a diverse, thriving and welcoming community.Our staff are paid on a PAYE basis, so you can rest assured that you’re paying the right level of TAX and National Insurance and there’s no messing around with admin charges coming out of your hard earned cash.If you are interested in this position, then click ‘APPLY NOW’  and I will be in touch regarding this fantastic opportunity.Email: rhys.merriman@teacheractive.comPhone: 02078586655All applicants will be contacted to discuss suitability and then invited to register with TeacherActive.Registration involves an enhanced DBS check, ID checks and will require you to supply good professional references. We pride ourselves on excellent service. We can provide a wide range of opportunities in schools and other educational institutions, with good rates of pay, at times to suit your needs.Regular external audits have shown repeatedly that our standards are exceptional. We are passionate about finding the right staff for each environment.TeacherActive is an equal opportunities employer, and operates as an Employment Business in providing temporary or contract job-seeking services.",https://findajob.dwp.gov.uk/details/13836623,TRUE,2,20
Permanent Secondary Teacher and Head of Department Jobs 2024,Hays Specialist Recruitment,"London, London, WC2R 2PH","Permanent Secondary Head of Department and Teacher Jobs 2024 | Central and Greater London | £40,318 to £72,649Location: Central and Greater LondonTo Start: September 2024Contract: Permanent, Full-timeSalary: Inner London MPS/UPS inc. TLR or Leadership ScaleAre you an experienced or aspiring Head of Department (Secondary Teacher) in London and looking to secure your next permanent job?Hays Education are looking for teachers and Heads of Department for permanent teaching opportunities from September 2024. We recruit across various Secondary, Independent and SEND settings in Central and Greater London.Subjects include: Maths, Science, English, Geography, History, Social Sciences, PE and MFLHays Education is part of Hays Specialist Recruitment - the UK's largest and most successful specialist recruitment group. Our Education division has 33 offices nationwide and is unique in having a dedicated permanent recruitment division that was established 8 years ago and works in exclusive partnership with over 200 schools within the state and independent sector to facilitate all permanent vacancies from initial advert to appointment. Each year we help place more than 500 teachers. Hays Education works in exclusive partnership with schools locally on a permanent basis, giving you immediate access to some of the most sought-after positions in the market.The benefits of working with Hays for permanent roles are:* Priority access to our partnership clients for whom we exclusively manage their permanent advertising* A local office and local schools to work in* Support for completing application forms and interviews* Your own dedicated local consultants working proactively on your behalf* Access to free Hays online training programmes including annual safeguarding trainingIf you're looking for permanent positions in London, please click apply now or for more information contact Ellie Field at Hays.Hays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the T&C's, Privacy Policy and Disclaimers which can be found at hays.co.uk",https://findajob.dwp.gov.uk/details/13745437,TRUE,1,0
Qualified Science Teacher,Teacheractive Limited,DA18,"TeacherActive have partnered with an Academy Trust of Secondary Schools across Abbey Wood and neighbouring areas of South London who are keen to employ Qualified Teachers of Science able to engage, motivate and inspire students.Qualified Teacher Status (QTS) is essential for this role - so please do not apply if you haven’t yet gained QTS.Unqualified staff will not be considered.•However, with QTS – you can expect to earn £180 to £200 per dayDue to the size of the Academy Trust and number of partnering Secondary Schools, Qualified Teachers of Science are required regularly on a daily basis between the hours of 8:30am and 3:30pm.The Academy Trust is modern, forward thinking and very well resourced with an experienced and proactive Senior Leadership team who place courtesy and mutual respect at the heart of their vision and strategy. Their most recent Ofsted report alludes to students demonstrating positive attitudes to learning and all staff, irrelevant of their role in the school community, appear to feel valued and respected.If you’re a Qualified Teacher and know you can deliver engaging lessons and commit to a full working week, this is a wonderful opportunity to immerse yourself in a diverse, thriving and welcoming community.Our staff are paid on a PAYE basis, so you can rest assured that you’re paying the right level of TAX and National Insurance and there’s no messing around with admin charges coming out of your hard earned cash.If you are interested in this position, then click ‘APPLY NOW’  and I will be in touch regarding this fantastic opportunity.Email: rhys.merriman@teacheractive.comPhone: 02078586655All applicants will be contacted to discuss suitability and then invited to register with TeacherActive.Registration involves an enhanced DBS check, ID checks and will require you to supply good professional references. We pride ourselves on excellent service. We can provide a wide range of opportunities in schools and other educational institutions, with good rates of pay, at times to suit your needs.Regular external audits have shown repeatedly that our standards are exceptional. We are passionate about finding the right staff for each environment.TeacherActive is an equal opportunities employer, and operates as an Employment Business in providing temporary or contract job-seeking services.",https://findajob.dwp.gov.uk/details/13836618,FALSE,0,18
PE Teacher | Islington Schools HR Services,Islington Council,"Islington, London, N7 8RH","PE TeacherSalary grade: MPS/UPS + SEN 1 (£36,745 - £56,959) Plus  (£2,539)PermanentRequired for Spring TermThinking of a role to further your teaching career?Are you ready for a new challenge?New River College Secondary pupil referral unit can provide both.This is a fantastic opportunity for a dedicated PE teacher who is looking for a new challenge and has a flexible approach, to join a committed team at New River College.  We are looking to appoint an experienced and dedicated PE teacher with good knowledge of GCSE Physical Education, V-Cert in Health and Fitness and other related qualifications, for a teacher willing to support the College’s Duke of Edinburgh awards. In addition, you might be required to teach across the curriculum to KS3 and KS4 pupils.  We are looking for a dedicated teacher to lead a wide range of health and fitness opportunities for pupils not engaging with PE, increasing participation across the College and pupils on specialist intervention timetables in the local community.The post holder will need to be confident and effective teacher who can deliver exciting and fun lessons.  We are looking for teachers who relish a challenge, who want to try new ideas and who genuinely want to contribute to the lives of young people with drive and passion.  We welcome applications from outstanding PE teachers. Ability to engage children with SEMH is essential.  Experience of teaching a second subject would be beneficial, a willingness to do so is essential.We teach children and young people aged five to sixteen years old who have been permanently excluded or participate in our preventative programmes to address their behaviour, and children and young people with complex SEMH or medical needs. We offer a core curriculum to all pupils which includes English, Maths, Science, Humanities and a selection of foundation subjects. We also work with a number of alternative providers around enhanced learning opportunities.New River College comprises of three pupil referral units in Islington (primary, secondary and medical), for pupils with social, emotional and mental health challenges (SEMH), therefore, the PE teacher we are looking for, might work in between sites.Many of our pupils are below national age-related literacy and numeracy levels when they arrive.  Ability to engage children with SEMH is more important than the phase you are used to teaching so bothprimaryandsecondarytrained teachers are encouraged to apply.Closing date:23:59 Sunday 28thJanuary 2024Shortlisted candidates will be notified by:Tuesday 30thJanuary 2024Interviews:Monday 5thFebruary 2024For background information visit our websitewww.newrivercollege.co.ukor for an informal discussion about the post or to arrange a visit please contact the Deputy Headteacher for Teaching and Learning, Michele Lambert on 020 7504 0534 or email michele.lambert@nrc.islington.sch.uk.New River College is committed to safeguarding and promoting the welfare of children and young people and expects all staff and volunteers to share this commitment.  The successful applicant will need to undertake an enhanced DBS disclosure.In line with KCSIE 2022 and safer recruitment practices, the school will conduct an online search for all shortlisted candidates. The online search is part of our safeguarding checks and will seek publicly available information on candidates’ suitability to work with children. Shortlisted candidates will be provided with further guidance and will be asked to clarify their online presence.This advert closes on Sunday 28 Jan 2024Proud member of the Disability Confident employer schemeDisability ConfidentAbout Disability ConfidentA Disability Confident employer will generally offer an interview to any applicant that declares they have a disability and meets the minimum criteria for the job as defined by the employer. It is important to note that in certain recruitment situations such as high-volume, seasonal and high-peak times, the employer may wish to limit the overall numbers of interviews offered to both disabled people and non-disabled people. For more details please go toDisability Confident.",https://findajob.dwp.gov.uk/details/13782666,FALSE,0,5
Computer Science Teacher,Step Teachers Ltd,"Middlesex, London, UB3 1PB","Step Teachers are working with a vibrant and supportive school that are seeking an enthusiastic and qualified individual to join their team as a full-time Computing Teacher this academic year. The successful candidate will have a strong background in computer science or IT and a passion for inspiring students to excel in the field of technology.Responsibilities:Design and deliver engaging computing lessons that align with the curriculum.Foster a dynamic and inclusive learning environment that encourages critical thinking and problem-solving skills.Assess and evaluate student progress, providing constructive feedback.Organise and supervise extracurricular activities related to computing and technology.Requirements:Bachelor's degree in Computer Science, Information Technology, or a related field.Previous experience teaching computing or related subjects.Proficiency in programming languages and relevant software.Strong communication and interpersonal skills.Why Step Teachers?Our core values: are honesty, hard work, and professionalism.Over two decades of experience in supplying educational professionals to regions including East Anglia, North London, Hertfordshire, and Plymouth.Establishing enduring partnerships with Primary, Secondary, and SEN Schools.Weekly PAYE payment structure.Step Teachers is endorsed as an approved supplier by the Crown Commercial Service and takes pride in being REC audited. This reflects our commitment to stringent checks in alignment with the REC Code of Professional Practice, emphasizing the safeguarding and advancement of children's and young people's welfare. Upon registration, candidates undergo various assessments, including an enhanced DBS check, comprehensive references encompassing the most recent employment, and confirmation of eligibility to work in the UK.We provide an array of benefits, including high street discounts, travel perks, gym memberships, and numerous exclusive offers, coupled with standard physical and emotional well-being services through our payment portal. Introduce a friend to us and receive a share of £200 Amazon vouchers and a chance to win a European holiday worth £1000!  – if you're aware of anyone seeking temporary, permanent, or supply work, reach out to us without delay!",https://findajob.dwp.gov.uk/details/13742904,FALSE,0,3
